,State,Year,Type_code,Type,Gender,Age_group,Total,Cataegory
691,West Bengal,2006,Professional_Profile,Service (Private),Male,45-59,256,Employed
692,West Bengal,2006,Professional_Profile,Professional Activity,Male,45-59,279,Employed
693,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,45-59,20,Unemployed
694,West Bengal,2006,Professional_Profile,Service (Private),Female,60+,0,Employed
695,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,60+,5,Unemployed
696,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Female,60+,5,Employed
697,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Female,60+,0,Employed
698,West Bengal,2006,Professional_Profile,Retired Person,Female,60+,46,Retired
699,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,60+,158,Unemployed
700,West Bengal,2006,Professional_Profile,Student,Female,60+,0,Unemployed
701,West Bengal,2006,Professional_Profile,Service (Government),Female,60+,0,Employed
702,West Bengal,2006,Professional_Profile,House Wife,Female,60+,62,Unemployed
703,West Bengal,2006,Professional_Profile,Professional Activity,Female,60+,0,Employed
704,West Bengal,2006,Professional_Profile,Unemployed,Female,60+,0,Unemployed
705,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Female,60+,0,Employed
706,West Bengal,2006,Professional_Profile,Retired Person,Male,60+,297,Retired
707,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Male,60+,0,Employed
708,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Male,60+,39,Employed
709,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,60+,25,Unemployed
710,West Bengal,2006,Professional_Profile,Service (Private),Male,60+,0,Employed
711,West Bengal,2006,Professional_Profile,House Wife,Male,60+,0,Unemployed
712,West Bengal,2006,Professional_Profile,Unemployed,Male,60+,0,Unemployed
713,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,60+,113,Unemployed
714,West Bengal,2006,Professional_Profile,Professional Activity,Male,60+,35,Employed
715,West Bengal,2006,Professional_Profile,Student,Male,60+,0,Unemployed
716,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Male,60+,56,Employed
717,West Bengal,2006,Professional_Profile,Service (Government),Male,60+,0,Employed
718,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Female,0-14,0,Employed
719,West Bengal,2007,Professional_Profile,Student,Female,0-14,110,Unemployed
720,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,0-14,38,Unemployed
721,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,0-14,44,Unemployed
722,West Bengal,2007,Professional_Profile,House Wife,Female,0-14,0,Unemployed
723,West Bengal,2007,Professional_Profile,Service (Private),Female,0-14,0,Employed
724,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Female,0-14,0,Employed
725,West Bengal,2007,Professional_Profile,Professional Activity,Female,0-14,0,Employed
726,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Female,0-14,0,Employed
727,West Bengal,2007,Professional_Profile,Service (Government),Female,0-14,0,Employed
728,West Bengal,2007,Professional_Profile,Retired Person,Female,0-14,0,Retired
729,West Bengal,2007,Professional_Profile,Unemployed,Female,0-14,10,Unemployed
730,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Male,0-14,0,Employed
731,West Bengal,2007,Professional_Profile,Unemployed,Male,0-14,3,Unemployed
732,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Male,0-14,5,Employed
733,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,0-14,36,Unemployed
734,West Bengal,2007,Professional_Profile,Retired Person,Male,0-14,0,Retired
735,West Bengal,2007,Professional_Profile,Service (Government),Male,0-14,0,Employed
736,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,0-14,61,Unemployed
737,West Bengal,2007,Professional_Profile,Service (Private),Male,0-14,0,Employed
738,West Bengal,2007,Professional_Profile,Student,Male,0-14,112,Unemployed
739,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Male,0-14,0,Employed
740,West Bengal,2007,Professional_Profile,Professional Activity,Male,0-14,0,Employed
741,West Bengal,2007,Professional_Profile,House Wife,Male,0-14,0,Unemployed
742,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,15-29,249,Unemployed
743,West Bengal,2007,Professional_Profile,Student,Female,15-29,369,Unemployed
744,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,15-29,288,Unemployed
745,West Bengal,2007,Professional_Profile,Service (Private),Female,15-29,23,Employed
746,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Female,15-29,68,Employed
747,West Bengal,2007,Professional_Profile,Unemployed,Female,15-29,137,Unemployed
748,West Bengal,2007,Professional_Profile,House Wife,Female,15-29,1541,Unemployed
749,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Female,15-29,8,Employed
750,West Bengal,2007,Professional_Profile,Professional Activity,Female,15-29,2,Employed
751,West Bengal,2007,Professional_Profile,Service (Government),Female,15-29,3,Employed
752,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Female,15-29,42,Employed
753,West Bengal,2007,Professional_Profile,Retired Person,Female,15-29,0,Retired
754,West Bengal,2007,Professional_Profile,Unemployed,Male,15-29,321,Unemployed
755,West Bengal,2007,Professional_Profile,House Wife,Male,15-29,0,Unemployed
756,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Male,15-29,312,Employed
757,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Male,15-29,130,Employed
758,West Bengal,2007,Professional_Profile,Service (Private),Male,15-29,136,Employed
759,West Bengal,2007,Professional_Profile,Retired Person,Male,15-29,0,Retired
760,West Bengal,2007,Professional_Profile,Professional Activity,Male,15-29,22,Employed
761,West Bengal,2007,Professional_Profile,Service (Government),Male,15-29,23,Employed
762,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,15-29,420,Unemployed
763,West Bengal,2007,Professional_Profile,Student,Male,15-29,532,Unemployed
764,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Male,15-29,188,Employed
765,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,15-29,562,Unemployed
766,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,30-44,289,Unemployed
767,West Bengal,2007,Professional_Profile,Service (Private),Female,30-44,63,Employed
768,West Bengal,2007,Professional_Profile,Service (Government),Female,30-44,8,Employed
769,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Female,30-44,98,Employed
770,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Female,30-44,24,Employed
771,West Bengal,2007,Professional_Profile,Professional Activity,Female,30-44,1,Employed
772,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Female,30-44,25,Employed
773,West Bengal,2007,Professional_Profile,Unemployed,Female,30-44,183,Unemployed
774,West Bengal,2007,Professional_Profile,House Wife,Female,30-44,1296,Unemployed
775,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,30-44,181,Unemployed
776,West Bengal,2007,Professional_Profile,Student,Female,30-44,10,Unemployed
777,West Bengal,2007,Professional_Profile,Retired Person,Female,30-44,0,Retired
778,West Bengal,2007,Professional_Profile,House Wife,Male,30-44,0,Unemployed
779,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Male,30-44,327,Employed
780,West Bengal,2007,Professional_Profile,Service (Private),Male,30-44,225,Employed
781,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,30-44,373,Unemployed
782,West Bengal,2007,Professional_Profile,Service (Government),Male,30-44,48,Employed
783,West Bengal,2007,Professional_Profile,Professional Activity,Male,30-44,118,Employed
784,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Male,30-44,506,Employed
785,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Male,30-44,432,Employed
786,West Bengal,2007,Professional_Profile,Student,Male,30-44,5,Unemployed
787,West Bengal,2007,Professional_Profile,Unemployed,Male,30-44,348,Unemployed
788,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,30-44,824,Unemployed
789,West Bengal,2007,Professional_Profile,Retired Person,Male,30-44,0,Retired
790,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Female,45-59,18,Employed
791,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Female,45-59,40,Employed
792,West Bengal,2007,Professional_Profile,Professional Activity,Female,45-59,0,Employed
793,West Bengal,2007,Professional_Profile,House Wife,Female,45-59,451,Unemployed
794,West Bengal,2007,Professional_Profile,Service (Government),Female,45-59,13,Employed
795,West Bengal,2007,Professional_Profile,Student,Female,45-59,0,Unemployed
796,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Female,45-59,6,Employed
797,West Bengal,2007,Professional_Profile,Retired Person,Female,45-59,0,Retired
798,West Bengal,2007,Professional_Profile,Service (Private),Female,45-59,17,Employed
799,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,45-59,178,Unemployed
800,West Bengal,2007,Professional_Profile,Unemployed,Female,45-59,32,Unemployed
801,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,45-59,258,Unemployed
802,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,45-59,449,Unemployed
803,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Male,45-59,316,Employed
804,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Male,45-59,185,Employed
805,West Bengal,2007,Professional_Profile,Student,Male,45-59,0,Unemployed
806,West Bengal,2007,Professional_Profile,Unemployed,Male,45-59,129,Unemployed
807,West Bengal,2007,Professional_Profile,House Wife,Male,45-59,0,Unemployed
808,West Bengal,2007,Professional_Profile,Retired Person,Male,45-59,0,Retired
809,West Bengal,2007,Professional_Profile,Service (Private),Male,45-59,207,Employed
810,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Male,45-59,192,Employed
811,West Bengal,2007,Professional_Profile,Service (Government),Male,45-59,43,Employed
812,West Bengal,2007,Professional_Profile,Professional Activity,Male,45-59,122,Employed
813,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,45-59,297,Unemployed
814,West Bengal,2007,Professional_Profile,House Wife,Female,60+,74,Unemployed
815,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Female,60+,0,Employed
816,West Bengal,2007,Professional_Profile,Retired Person,Female,60+,16,Retired
817,West Bengal,2007,Professional_Profile,Professional Activity,Female,60+,0,Employed
818,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Female,60+,0,Employed
819,West Bengal,2007,Professional_Profile,Service (Private),Female,60+,0,Employed
820,West Bengal,2007,Professional_Profile,Service (Government),Female,60+,0,Employed
821,West Bengal,2007,Professional_Profile,Unemployed,Female,60+,0,Unemployed
822,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Female,60+,18,Employed
823,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,60+,50,Unemployed
824,West Bengal,2007,Professional_Profile,Others (Please Specify),Female,60+,74,Unemployed
825,West Bengal,2007,Professional_Profile,Student,Female,60+,0,Unemployed
826,West Bengal,2007,Professional_Profile,Farming/Agriculture Activity,Male,60+,68,Employed
827,West Bengal,2007,Professional_Profile,Student,Male,60+,0,Unemployed
828,West Bengal,2007,Professional_Profile,House Wife,Male,60+,0,Unemployed
829,West Bengal,2007,Professional_Profile,Self-employed (Business activity),Male,60+,24,Employed
830,West Bengal,2007,Professional_Profile,Professional Activity,Male,60+,1,Employed
831,West Bengal,2007,Professional_Profile,Public Sector Undertaking,Male,60+,6,Employed
832,West Bengal,2007,Professional_Profile,Retired Person,Male,60+,95,Retired
833,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,60+,102,Unemployed
834,West Bengal,2007,Professional_Profile,Unemployed,Male,60+,4,Unemployed
835,West Bengal,2007,Professional_Profile,Others (Please Specify),Male,60+,183,Unemployed
836,West Bengal,2007,Professional_Profile,Service (Private),Male,60+,11,Employed
837,West Bengal,2007,Professional_Profile,Service (Government),Male,60+,2,Employed
838,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,0-14,82,Unemployed
839,West Bengal,2008,Professional_Profile,Service (Government),Female,0-14,0,Employed
840,West Bengal,2008,Professional_Profile,Student,Female,0-14,118,Unemployed
841,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Female,0-14,0,Employed
842,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,0-14,25,Unemployed
843,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Female,0-14,1,Employed
844,West Bengal,2008,Professional_Profile,Professional Activity,Female,0-14,0,Employed
845,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Female,0-14,0,Employed
846,West Bengal,2008,Professional_Profile,Retired Person,Female,0-14,0,Retired
847,West Bengal,2008,Professional_Profile,House Wife,Female,0-14,0,Unemployed
848,West Bengal,2008,Professional_Profile,Unemployed,Female,0-14,15,Unemployed
849,West Bengal,2008,Professional_Profile,Service (Private),Female,0-14,0,Employed
850,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Male,0-14,0,Employed
851,West Bengal,2008,Professional_Profile,Professional Activity,Male,0-14,0,Employed
852,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Male,0-14,0,Employed
853,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Male,0-14,0,Employed
854,West Bengal,2008,Professional_Profile,Service (Government),Male,0-14,0,Employed
855,West Bengal,2008,Professional_Profile,Student,Male,0-14,112,Unemployed
856,West Bengal,2008,Professional_Profile,Retired Person,Male,0-14,0,Retired
857,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,0-14,63,Unemployed
858,West Bengal,2008,Professional_Profile,Service (Private),Male,0-14,2,Employed
859,West Bengal,2008,Professional_Profile,House Wife,Male,0-14,0,Unemployed
860,West Bengal,2008,Professional_Profile,Unemployed,Male,0-14,9,Unemployed
861,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,0-14,89,Unemployed
862,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,15-29,549,Unemployed
863,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Female,15-29,19,Employed
864,West Bengal,2008,Professional_Profile,House Wife,Female,15-29,1607,Unemployed
865,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Female,15-29,33,Employed
866,West Bengal,2008,Professional_Profile,Professional Activity,Female,15-29,9,Employed
867,West Bengal,2008,Professional_Profile,Retired Person,Female,15-29,0,Retired
868,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,15-29,324,Unemployed
869,West Bengal,2008,Professional_Profile,Unemployed,Female,15-29,152,Unemployed
870,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Female,15-29,16,Employed
871,West Bengal,2008,Professional_Profile,Service (Government),Female,15-29,4,Employed
872,West Bengal,2008,Professional_Profile,Service (Private),Female,15-29,29,Employed
873,West Bengal,2008,Professional_Profile,Student,Female,15-29,262,Unemployed
874,West Bengal,2008,Professional_Profile,Professional Activity,Male,15-29,34,Employed
875,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,15-29,665,Unemployed
876,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Male,15-29,242,Employed
877,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,15-29,617,Unemployed
878,West Bengal,2008,Professional_Profile,Unemployed,Male,15-29,460,Unemployed
879,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Male,15-29,58,Employed
880,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Male,15-29,161,Employed
881,West Bengal,2008,Professional_Profile,Service (Government),Male,15-29,17,Employed
882,West Bengal,2008,Professional_Profile,Service (Private),Male,15-29,122,Employed
883,West Bengal,2008,Professional_Profile,House Wife,Male,15-29,0,Unemployed
884,West Bengal,2008,Professional_Profile,Retired Person,Male,15-29,0,Retired
885,West Bengal,2008,Professional_Profile,Student,Male,15-29,430,Unemployed
886,West Bengal,2008,Professional_Profile,Professional Activity,Female,30-44,4,Employed
887,West Bengal,2008,Professional_Profile,Student,Female,30-44,5,Unemployed
888,West Bengal,2008,Professional_Profile,Service (Private),Female,30-44,38,Employed
889,West Bengal,2008,Professional_Profile,House Wife,Female,30-44,1172,Unemployed
890,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Female,30-44,43,Employed
891,West Bengal,2008,Professional_Profile,Service (Government),Female,30-44,7,Employed
892,West Bengal,2008,Professional_Profile,Retired Person,Female,30-44,0,Retired
893,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Female,30-44,30,Employed
894,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,30-44,432,Unemployed
895,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,30-44,167,Unemployed
896,West Bengal,2008,Professional_Profile,Unemployed,Female,30-44,212,Unemployed
897,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Female,30-44,50,Employed
898,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Male,30-44,311,Employed
899,West Bengal,2008,Professional_Profile,Retired Person,Male,30-44,0,Retired
900,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Male,30-44,275,Employed
901,West Bengal,2008,Professional_Profile,Service (Government),Male,30-44,62,Employed
902,West Bengal,2008,Professional_Profile,Service (Private),Male,30-44,214,Employed
903,West Bengal,2008,Professional_Profile,Student,Male,30-44,13,Unemployed
904,West Bengal,2008,Professional_Profile,Unemployed,Male,30-44,471,Unemployed
905,West Bengal,2008,Professional_Profile,Professional Activity,Male,30-44,124,Employed
906,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Male,30-44,403,Employed
907,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,30-44,929,Unemployed
908,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,30-44,525,Unemployed
909,West Bengal,2008,Professional_Profile,House Wife,Male,30-44,0,Unemployed
910,West Bengal,2008,Professional_Profile,House Wife,Female,45-59,406,Unemployed
911,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Female,45-59,12,Employed
912,West Bengal,2008,Professional_Profile,Service (Government),Female,45-59,14,Employed
913,West Bengal,2008,Professional_Profile,Student,Female,45-59,0,Unemployed
914,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Female,45-59,6,Employed
915,West Bengal,2008,Professional_Profile,Unemployed,Female,45-59,66,Unemployed
916,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,45-59,254,Unemployed
917,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,45-59,106,Unemployed
918,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Female,45-59,22,Employed
919,West Bengal,2008,Professional_Profile,Professional Activity,Female,45-59,0,Employed
920,West Bengal,2008,Professional_Profile,Service (Private),Female,45-59,16,Employed
921,West Bengal,2008,Professional_Profile,Retired Person,Female,45-59,0,Retired
922,West Bengal,2008,Professional_Profile,Service (Private),Male,45-59,190,Employed
923,West Bengal,2008,Professional_Profile,House Wife,Male,45-59,0,Unemployed
924,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Male,45-59,201,Employed
925,West Bengal,2008,Professional_Profile,Professional Activity,Male,45-59,74,Employed
926,West Bengal,2008,Professional_Profile,Student,Male,45-59,0,Unemployed
927,West Bengal,2008,Professional_Profile,Unemployed,Male,45-59,166,Unemployed
928,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,45-59,188,Unemployed
929,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,45-59,364,Unemployed
930,West Bengal,2008,Professional_Profile,Retired Person,Male,45-59,0,Retired
931,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Male,45-59,159,Employed
932,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Male,45-59,210,Employed
933,West Bengal,2008,Professional_Profile,Service (Government),Male,45-59,41,Employed
934,West Bengal,2008,Professional_Profile,Retired Person,Female,60+,10,Retired
935,West Bengal,2008,Professional_Profile,Student,Female,60+,0,Unemployed
936,West Bengal,2008,Professional_Profile,Service (Government),Female,60+,0,Employed
937,West Bengal,2008,Professional_Profile,House Wife,Female,60+,59,Unemployed
938,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,60+,72,Unemployed
939,West Bengal,2008,Professional_Profile,Service (Private),Female,60+,0,Employed
940,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Female,60+,0,Employed
941,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Female,60+,4,Employed
942,West Bengal,2008,Professional_Profile,Professional Activity,Female,60+,0,Employed
943,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Female,60+,0,Employed
944,West Bengal,2008,Professional_Profile,Unemployed,Female,60+,1,Unemployed
945,West Bengal,2008,Professional_Profile,Others (Please Specify),Female,60+,30,Unemployed
946,West Bengal,2008,Professional_Profile,House Wife,Male,60+,0,Unemployed
947,West Bengal,2008,Professional_Profile,Retired Person,Male,60+,63,Retired
948,West Bengal,2008,Professional_Profile,Farming/Agriculture Activity,Male,60+,29,Employed
949,West Bengal,2008,Professional_Profile,Self-employed (Business activity),Male,60+,27,Employed
950,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,60+,98,Unemployed
951,West Bengal,2008,Professional_Profile,Unemployed,Male,60+,5,Unemployed
952,West Bengal,2008,Professional_Profile,Public Sector Undertaking,Male,60+,3,Employed
953,West Bengal,2008,Professional_Profile,Student,Male,60+,0,Unemployed
954,West Bengal,2008,Professional_Profile,Professional Activity,Male,60+,2,Employed
955,West Bengal,2008,Professional_Profile,Service (Government),Male,60+,0,Employed
956,West Bengal,2008,Professional_Profile,Others (Please Specify),Male,60+,134,Unemployed
957,West Bengal,2008,Professional_Profile,Service (Private),Male,60+,7,Employed
958,West Bengal,2009,Professional_Profile,Others (Please Specify),Female,0-14,75,Unemployed
959,West Bengal,2009,Professional_Profile,Professional Activity,Female,0-14,0,Employed
960,West Bengal,2009,Professional_Profile,Farming/Agriculture Activity,Female,0-14,4,Employed
961,West Bengal,2009,Professional_Profile,Unemployed,Female,0-14,1,Unemployed
962,West Bengal,2009,Professional_Profile,Student,Female,0-14,120,Unemployed
963,West Bengal,2009,Professional_Profile,Service (Private),Female,0-14,0,Employed
964,West Bengal,2009,Professional_Profile,Retired Person,Female,0-14,0,Retired
965,West Bengal,2009,Professional_Profile,Public Sector Undertaking,Female,0-14,0,Employed
966,West Bengal,2009,Professional_Profile,Others (Please Specify),Female,0-14,18,Unemployed
967,West Bengal,2009,Professional_Profile,House Wife,Female,0-14,0,Unemployed
968,West Bengal,2009,Professional_Profile,Service (Government),Female,0-14,0,Employed
969,West Bengal,2009,Professional_Profile,Self-employed (Business activity),Female,0-14,0,Employed
970,West Bengal,2009,Professional_Profile,House Wife,Male,0-14,0,Unemployed
971,West Bengal,2009,Professional_Profile,Service (Government),Male,0-14,0,Employed
972,West Bengal,2009,Professional_Profile,Retired Person,Male,0-14,0,Retired
973,West Bengal,2009,Professional_Profile,Others (Please Specify),Male,0-14,72,Unemployed
974,West Bengal,2009,Professional_Profile,Service (Private),Male,0-14,0,Employed
975,West Bengal,2009,Professional_Profile,Unemployed,Male,0-14,1,Unemployed
976,West Bengal,2009,Professional_Profile,Student,Male,0-14,117,Unemployed
977,West Bengal,2009,Professional_Profile,Professional Activity,Male,0-14,0,Employed
978,West Bengal,2009,Professional_Profile,Public Sector Undertaking,Male,0-14,0,Employed
979,West Bengal,2009,Professional_Profile,Others (Please Specify),Male,0-14,44,Unemployed
980,West Bengal,2009,Professional_Profile,Farming/Agriculture Activity,Male,0-14,1,Employed
981,West Bengal,2009,Professional_Profile,Self-employed (Business activity),Male,0-14,0,Employed
982,West Bengal,2009,Professional_Profile,House Wife,Female,15-29,1495,Unemployed
983,West Bengal,2009,Professional_Profile,Public Sector Undertaking,Female,15-29,33,Employed
984,West Bengal,2009,Professional_Profile,Self-employed (Business activity),Female,15-29,69,Employed
985,West Bengal,2009,Professional_Profile,Student,Female,15-29,279,Unemployed
986,West Bengal,2009,Professional_Profile,Others (Please Specify),Female,15-29,412,Unemployed
987,West Bengal,2009,Professional_Profile,Retired Person,Female,15-29,0,Retired
988,West Bengal,2009,Professional_Profile,Unemployed,Female,15-29,86,Unemployed
989,West Bengal,2009,Professional_Profile,Professional Activity,Female,15-29,15,Employed
990,West Bengal,2009,Professional_Profile,Farming/Agriculture Activity,Female,15-29,49,Employed
991,West Bengal,2009,Professional_Profile,Service (Government),Female,15-29,19,Employed
992,West Bengal,2009,Professional_Profile,Service (Private),Female,15-29,64,Employed
993,West Bengal,2009,Professional_Profile,Others (Please Specify),Female,15-29,204,Unemployed
994,West Bengal,2009,Professional_Profile,Farming/Agriculture Activity,Male,15-29,256,Employed
995,West Bengal,2009,Professional_Profile,Others (Please Specify),Male,15-29,506,Unemployed
996,West Bengal,2009,Professional_Profile,Service (Government),Male,15-29,32,Employed
997,West Bengal,2009,Professional_Profile,Professional Activity,Male,15-29,23,Employed
998,West Bengal,2009,Professional_Profile,Service (Private),Male,15-29,143,Employed
999,West Bengal,2009,Professional_Profile,Self-employed (Business activity),Male,15-29,290,Employed
1000,West Bengal,2009,Professional_Profile,Others (Please Specify),Male,15-29,329,Unemployed
1001,West Bengal,2009,Professional_Profile,Public Sector Undertaking,Male,15-29,67,Employed
1002,West Bengal,2009,Professional_Profile,Retired Person,Male,15-29,0,Retired
1003,West Bengal,2009,Professional_Profile,Unemployed,Male,15-29,448,Unemployed
1004,West Bengal,2009,Professional_Profile,Student,Male,15-29,313,Unemployed
1005,West Bengal,2009,Professional_Profile,House Wife,Male,15-29,0,Unemployed
1006,West Bengal,2009,Professional_Profile,Retired Person,Female,30-44,0,Retired
1007,West Bengal,2009,Professional_Profile,Unemployed,Female,30-44,88,Unemployed
1008,West Bengal,2009,Professional_Profile,Others (Please Specify),Female,30-44,168,Unemployed
1009,West Bengal,2009,Professional_Profile,Professional Activity,Female,30-44,13,Employed
1010,West Bengal,2009,Professional_Profile,Service (Private),Female,30-44,80,Employed
1011,West Bengal,2009,Professional_Profile,Student,Female,30-44,18,Unemployed
1012,West Bengal,2009,Professional_Profile,Self-employed (Business activity),Female,30-44,83,Employed
1013,West Bengal,2009,Professional_Profile,Others (Please Specify),Female,30-44,310,Unemployed
1014,West Bengal,2009,Professional_Profile,Public Sector Undertaking,Female,30-44,37,Employed
1015,West Bengal,2009,Professional_Profile,House Wife,Female,30-44,1256,Unemployed
1016,West Bengal,2009,Professional_Profile,Service (Government),Female,30-44,26,Employed
1017,West Bengal,2009,Professional_Profile,Farming/Agriculture Activity,Female,30-44,52,Employed
1018,West Bengal,2009,Professional_Profile,Student,Male,30-44,23,Unemployed
1019,West Bengal,2009,Professional_Profile,Unemployed,Male,30-44,591,Unemployed
1020,West Bengal,2009,Professional_Profile,Self-employed (Business activity),Male,30-44,471,Employed
1021,West Bengal,2009,Professional_Profile,Farming/Agriculture Activity,Male,30-44,402,Employed
1022,West Bengal,2009,Professional_Profile,Retired Person,Male,30-44,0,Retired
1023,West Bengal,2009,Professional_Profile,Others (Please Specify),Male,30-44,539,Unemployed
1024,West Bengal,2009,Professional_Profile,Professional Activity,Male,30-44,96,Employed
1025,West Bengal,2009,Professional_Profile,Public Sector Undertaking,Male,30-44,228,Employed
1026,West Bengal,2009,Professional_Profile,House Wife,Male,30-44,0,Unemployed
1027,West Bengal,2009,Professional_Profile,Others (Please Specify),Male,30-44,724,Unemployed
1028,West Bengal,2009,Professional_Profile,Service (Government),Male,30-44,94,Employed
1029,West Bengal,2009,Professional_Profile,Service (Private),Male,30-44,241,Employed
1030,West Bengal,2009,Professional_Profile,House Wife,Female,45-59,488,Unemployed
1031,West Bengal,2009,Professional_Profile,Others (Please Specify),Female,45-59,163,Unemployed
1032,West Bengal,2009,Professional_Profile,Retired Person,Female,45-59,0,Retired
1033,West Bengal,2009,Professional_Profile,Unemployed,Female,45-59,29,Unemployed
1034,West Bengal,2009,Professional_Profile,Service (Government),Female,45-59,14,Employed
1035,West Bengal,2009,Professional_Profile,Self-employed (Business activity),Female,45-59,44,Employed
